AirQualityStation,Countrycode,Latitude,Longitude,no2,o3,pm10,traffic,industrial,background,rural,suburban,urban,nox_traffic,nox_industrial,nox_urban,nox_port_shipping,nox_other,nox_total,nox_share_traffic,nox_share_industrial,nox_share_urban,nox_share_port_shipping,nox_share_other,nox_dom_modeled,nox_dom_modeled_sh,nox_dom_all,nox_nonmodeled_dominant,nox_present_traffic,nox_present_industrial,nox_present_urban,nox_present_port_shipping,pm10_traffic,pm10_industrial,pm10_urban,pm10_port_shipping,pm10_other,pm10_total,pm10_share_traffic,pm10_share_industrial,pm10_share_urban,pm10_share_port_shipping,pm10_share_other,pm10_dom_modeled,pm10_dom_modeled_sh,pm10_dom_all,pm10_nonmodeled_dominant,pm10_present_traffic,pm10_present_industrial,pm10_present_urban,pm10_present_port_shipping
STA.IT1863A,IT,41.75944,14.20889,8.086379694,55.92163619,8.437356784,0,0,1,1,0,0,8.647228e-06,0.0,8.07988e-07,0.0,4.2871486e-07,9.883931e-06,0.87487745,0.0,0.081747636,0.0,0.043374933,traffic,0.87487745,traffic,False,True,False,True,False,1.0303764e-06,0.0,4.5838938e-06,0.0,7.456192e-07,6.359889e-06,0.1620117,0.0,0.7207506,0.0,0.11723777,urban,0.7207506,urban,False,True,False,True,False
STA-BETR701,BE,51.05833,3.7293,25.7485669,43.681846,29.23334858,0,0,1,0,0,1,7.098927e-05,8.528402e-05,6.973766e-05,0.000120809535,2.5090701e-05,0.00037191124,0.19087692,0.22931282,0.18751156,0.32483432,0.06746422,port_shipping,0.32483432,port_shipping,False,True,True,True,True,7.709061e-06,9.206635e-05,1.5998463e-05,6.0450607e-06,9.680313e-06,0.00013149924,0.058624376,0.7001284,0.12166202,0.04597031,0.07361498,industrial,0.7001284,industrial,False,True,True,True,True
STA-FR16029,FR,48.61036,7.78163,20.13982858,48.83727043,21.18092627,0,0,1,0,0,1,0.00017501705,3.0095292e-05,6.215652e-05,4.940477e-06,2.4214443e-05,0.00029642376,0.59042853,0.10152794,0.20968804,0.01666694,0.081688605,traffic,0.59042853,traffic,False,True,True,True,True,1.7773356e-05,6.937246e-05,3.2019085e-05,4.211013e-07,9.613721e-06,0.00012919972,0.13756497,0.5369397,0.24782628,0.0032593051,0.07440977,industrial,0.5369397,industrial,False,True,True,True,True
STA.IT0963A,IT,45.49917,12.26222,28.42706049,55.84852775,29.57417582,0,0,1,0,0,1,0.00017509882,0.0006721448,8.377709e-05,0.00015892707,0.000110394285,0.001200342,0.14587411,0.5599611,0.06979436,0.1324015,0.09196903,industrial,0.5599611,industrial,False,True,True,True,True,2.0066343e-05,0.0002349942,1.4389337e-05,6.8468016e-06,1.5314165e-05,0.0002916108,0.06881207,0.8058487,0.04934432,0.023479246,0.052515764,industrial,0.8058487,industrial,False,True,True,True,True
STA_ES0009R,ES,41.27417,-3.1425,1.701443639,73.60410608,8.334293948,0,0,1,1,0,0,2.7874157e-06,0.0,3.9302574e-07,0.0,5.4917615e-07,3.7296177e-06,0.74737304,0.0,0.10537963,0.0,0.1472473,traffic,0.74737304,traffic,False,True,False,True,False,2.946043e-07,0.0,3.0204873e-07,0.0,1.401886e-06,1.9985391e-06,0.14740983,0.0,0.15113476,0.0,0.7014554,urban,0.15113476,other,True,True,False,True,False
STA.DE_DEBE051,DE,52.64417,13.48308,15.2686101,52.02411154,19.10893943,0,0,1,0,1,0,5.729277e-05,2.6046051e-05,2.9413743e-05,0.0,9.052967e-06,0.00012180553,0.47036263,0.21383306,0.24148117,0.0,0.07432312,traffic,0.47036263,traffic,False,True,True,True,False,5.4176685e-06,2.344848e-05,6.1097603e-06,0.0,8.137988e-06,4.3113894e-05,0.12565945,0.5438729,0.1417121,0.0,0.18875557,industrial,0.5438729,industrial,False,True,True,True,False
STA_PL0501A,PL,50.01058,19.94919,31.94309199,41.31971702,43.39041563,0,0,1,0,0,1,0.00036421433,9.591119e-05,9.936994e-05,0.0,1.46707225e-05,0.0005741662,0.63433605,0.16704431,0.17306826,0.0,0.025551353,traffic,0.63433605,traffic,False,True,True,True,False,4.3989003e-05,0.00013897975,0.00026721534,0.0,7.1848103e-06,0.0004573689,0.09617838,0.30386797,0.58424467,0.0,0.015709005,urban,0.58424467,urban,False,True,True,True,False
STA_PL0150A,PL,53.21549,23.64215,3.482215231,50.91328392,12.70848547,0,0,1,1,0,0,1.1574243e-06,0.0,1.0226009e-06,0.0,7.411528e-07,2.9211785e-06,0.39621827,0.0,0.35006452,0.0,0.25371706,traffic,0.39621827,traffic,False,True,False,True,False,1.5094218e-07,0.0,4.422618e-06,0.0,2.1240721e-06,6.697632e-06,0.022536648,0.0,0.6603256,0.0,0.31713778,urban,0.6603256,urban,False,True,False,True,False
STA.DE_DENI031,DE,53.59617,8.09059,12.11709983,56.83993737,15.96497691,0,0,1,1,0,0,4.265923e-05,4.848095e-06,9.2641e-06,5.775584e-07,2.1683943e-06,5.9517373e-05,0.7167526,0.0814568,0.15565372,0.00970403,0.036432963,traffic,0.7167526,traffic,False,True,True,True,True,4.0231557e-06,4.364595e-06,7.3581837e-06,2.8888232e-08,5.639657e-06,2.1414482e-05,0.1878708,0.20381512,0.34360784,0.0013490045,0.26335716,urban,0.34360784,urban,False,True,True,True,True
STA.DE_DEHB005,DE,53.56246,8.56941,19.48109773,49.61195682,18.6423517,0,0,1,0,0,1,3.1588497e-05,0.00012141958,1.7510669e-05,0.0010219068,1.8190138e-05,0.0012106156,0.02609292,0.10029573,0.014464268,0.84412163,0.015025527,port_shipping,0.84412163,port_shipping,False,True,True,True,True,3.1375455e-06,0.000109310415,7.730673e-06,3.3215223e-05,3.694122e-06,0.00015708797,0.019973176,0.6958548,0.04921238,0.21144345,0.023516262,industrial,0.6958548,industrial,False,True,True,True,True
STA-LT00042,LT,55.07222,24.28389,11.23200897,49.22364179,16.69983299,0,1,0,0,0,1,6.092218e-05,2.230806e-05,9.436355e-06,0.0,1.0690889e-05,0.00010335748,0.5894317,0.21583402,0.09129823,0.0,0.103436045,traffic,0.5894317,traffic,False,True,True,True,False,4.9755067e-06,2.4912766e-05,2.7299793e-05,0.0,6.3437737e-06,6.3531836e-05,0.078315176,0.39213043,0.42970258,0.0,0.09985189,urban,0.42970258,urban,False,True,True,True,False
STA-FR04319,FR,48.95555,2.57528,27.13595219,47.18149177,19.92267595,0,0,1,0,1,0,0.00015268223,3.898303e-05,5.7743862e-05,0.0,2.6390895e-05,0.00027580003,0.55359757,0.14134528,0.20936859,0.0,0.095688514,traffic,0.55359757,traffic,False,True,True,True,False,1.5484906e-05,8.985951e-05,1.4099853e-05,0.0,3.7062473e-05,0.00015650672,0.098940834,0.57415754,0.090091035,0.0,0.23681074,industrial,0.57415754,industrial,False,True,True,True,False
STA-SI0054A,SI,46.13878,15.03523,16.19827962,43.78955899,26.8767507,0,0,1,0,1,0,1.128842e-05,6.980798e-05,1.0045489e-05,0.0,1.4200654e-05,0.00010534254,0.10715918,0.6626761,0.095360234,0.0,0.13480456,industrial,0.6626761,industrial,False,True,True,True,False,1.451284e-06,6.243883e-05,3.0110563e-05,0.0,1.876398e-05,0.000112764654,0.012870026,0.5537092,0.2670213,0.0,0.16639948,industrial,0.5537092,industrial,False,True,True,True,False
STA.DE_DEHE024,DE,51.29176,9.77459,6.254976528,70.26555838,12.54013867,0,0,1,1,0,0,5.4216857e-06,7.680602e-07,2.139632e-06,0.0,2.4471055e-07,8.574089e-06,0.6323337,0.08957922,0.24954626,0.0,0.028540704,traffic,0.6323337,traffic,False,True,True,True,False,5.388606e-07,6.914617e-07,2.2157403e-06,0.0,1.1478053e-06,4.593868e-06,0.117299974,0.1505184,0.4823256,0.0,0.24985595,urban,0.4823256,urban,False,True,True,True,False
STA-RO0192A,RO,43.75801,24.90175,12.511371,57.0583273,21.33249267,0,1,0,0,0,1,8.737538e-06,0.0,2.7194183e-06,1.0247351e-07,6.165842e-07,1.2176014e-05,0.7176025,0.0,0.22334224,0.008416014,0.05063925,traffic,0.7176025,traffic,False,True,False,True,True,9.078751e-07,0.0,3.0352656e-05,8.7518055e-09,7.4823192e-06,3.87516e-05,0.023428068,0.0,0.78326195,0.00022584372,0.19308414,urban,0.78326195,urban,False,True,False,True,True
STA_ES1353A,ES,43.2941,-5.6796,17.7068906,48.92596431,23.74047315,0,0,1,0,0,1,0.00014957874,0.00035613572,1.1260243e-05,0.0,6.9493476e-06,0.00052392407,0.28549698,0.6797468,0.021492127,0.0,0.013264036,industrial,0.6797468,industrial,False,True,True,True,False,1.5418931e-05,3.4486733e-05,2.6903106e-05,0.0,4.991591e-06,8.180036e-05,0.18849465,0.42159635,0.32888737,0.0,0.061021626,industrial,0.42159635,industrial,False,True,True,True,False
STA.02.SP18,AT,46.80139,13.49389,19.12021372,35.95075618,18.56537879,0,0,1,0,0,1,6.9389294e-05,0.0,5.85652e-06,4.339762e-08,4.2228085e-06,7.9512014e-05,0.8726894,0.0,0.07365579,0.0005457995,0.05310906,traffic,0.8726894,traffic,False,True,False,True,True,6.913544e-06,0.0,1.2881516e-05,3.715164e-09,4.5399074e-06,2.4338684e-05,0.2840558,0.0,0.529261,0.00015264441,0.18653052,urban,0.529261,urban,False,True,False,True,True
STA.DE_DENI042,DE,51.55107,9.94976,14.77544369,57.30469446,14.76206264,0,0,1,0,1,0,5.954466e-05,8.1598315e-05,2.2970838e-05,0.0,1.5586396e-05,0.0001797002,0.33135557,0.45408025,0.12782867,0.0,0.086735554,industrial,0.45408025,industrial,False,True,True,True,False,5.720112e-06,4.1458887e-05,1.0648066e-05,0.0,1.4761402e-05,7.258846e-05,0.078801945,0.5711498,0.14669089,0.0,0.20335741,industrial,0.5711498,industrial,False,True,True,True,False
STA.IT2117A,IT,45.1763,7.7116,25.467851,39.58858899,32.68449198,0,0,1,0,1,0,0.00010774422,0.0001637484,3.193154e-05,6.44536e-08,1.5688882e-05,0.0003191775,0.33756837,0.5130324,0.10004321,0.00020193655,0.0491541,industrial,0.5130324,industrial,False,True,True,True,True,1.1398303e-05,0.00016226228,6.929694e-05,5.5116334e-09,1.044673e-05,0.00025340976,0.044979732,0.64031583,0.27345806,2.1749885e-05,0.041224655,industrial,0.64031583,industrial,False,True,True,True,True
STA-RO0150A,RO,45.05019,23.27398,15.13135781,43.5892287,26.51944903,0,1,0,0,0,1,1.6076125e-05,1.17147065e-05,7.5786847e-06,0.0,4.2336183e-06,3.960313e-05,0.40593067,0.29580256,0.19136581,0.0,0.10690111,traffic,0.40593067,traffic,False,True,True,True,False,1.7118456e-06,1.5835389e-05,4.7836817e-05,0.0,6.489834e-06,7.187389e-05,0.023817351,0.22032186,0.665566,0.0,0.09029474,urban,0.665566,urban,False,True,True,True,False
STA_PL0241A,PL,50.00763,18.45555,21.06331048,50.33767624,47.93407204,0,0,1,0,0,1,4.7025806e-05,0.00037037354,4.300389e-05,0.0,7.862826e-06,0.0004682661,0.100425385,0.7909467,0.09183643,0.0,0.016791364,industrial,0.7909467,industrial,False,True,True,True,False,6.1257765e-06,0.000111840374,0.00022310634,0.0,0.00031645305,0.00065752555,0.009316408,0.17009282,0.33931205,0.0,0.48127872,urban,0.33931205,other,True,True,True,True,False
STA_ES1421A,ES,40.33639,-1.10667,10.23626243,62.14859438,12.61561562,0,0,1,0,0,1,1.08643735e-05,1.1894833e-06,4.062336e-06,0.0,3.7813063e-06,1.9897498e-05,0.54601705,0.05978055,0.20416315,0.0,0.19003929,traffic,0.54601705,traffic,False,True,True,True,False,1.1389028e-06,1.2829032e-06,5.7623097e-06,0.0,6.383919e-06,1.4568035e-05,0.078178205,0.08806288,0.39554474,0.0,0.43821412,urban,0.39554474,other,True,True,True,True,False
STA.DE_DEHE011,DE,50.13577,8.92157,25.09217772,51.93285377,17.97076332,0,0,1,0,0,1,8.049782e-05,0.00014456996,4.4374854e-05,2.3045126e-05,2.5479765e-05,0.00031796753,0.25316364,0.45466894,0.13955782,0.07247635,0.08013323,industrial,0.45466894,industrial,False,True,True,True,True,7.618346e-06,0.00013015204,1.3818706e-05,1.1526678e-06,1.01035475e-05,0.00016284532,0.046782713,0.7992372,0.084857866,0.0070782984,0.06204383,industrial,0.7992372,industrial,False,True,True,True,True
STA.CZ_ZZLN,CZ,49.23291,17.66718,13.65499757,57.95648013,26.01642178,0,0,1,0,1,0,2.174125e-05,0.00011240234,5.2595435e-05,0.0,6.6054927e-06,0.0001933445,0.11244825,0.58135784,0.27202964,0.0,0.03416437,industrial,0.58135784,industrial,False,True,True,True,False,2.8266152e-06,1.885165e-05,0.0001844029,0.0,1.0697855e-05,0.00021677901,0.013039156,0.08696252,0.85064924,0.0,0.04934913,urban,0.85064924,urban,False,True,True,True,False
STA_ES1649A,ES,42.176,-1.744,7.897802449,66.27975092,19.0447353,0,1,0,1,0,0,4.4809287e-05,1.3172418e-05,5.1864095e-06,0.0,9.287897e-06,7.245601e-05,0.61843437,0.18179885,0.07158011,0.0,0.1281867,traffic,0.61843437,traffic,False,True,True,True,False,4.496797e-06,1.42069575e-05,5.562122e-06,0.0,8.753349e-06,3.3019227e-05,0.13618723,0.4302632,0.16845101,0.0,0.26509854,industrial,0.4302632,industrial,False,True,True,True,False
STA_ES2075A,ES,43.3457,-5.9697,13.89432067,37.34781604,19.91716479,0,1,0,0,1,0,6.48156e-06,5.8403934e-06,3.397892e-06,0.0,4.024537e-06,1.9744382e-05,0.32827362,0.29580027,0.1720941,0.0,0.20383199,traffic,0.32827362,traffic,False,True,True,True,False,6.7710016e-07,6.299088e-06,9.283994e-06,0.0,4.7402473e-06,2.100043e-05,0.032242205,0.29995045,0.4420859,0.0,0.22572145,urban,0.4420859,urban,False,True,True,True,False
STA-FR41003,FR,41.95803,8.82028,7.403181695,50.92002439,23.09424194,0,1,0,0,1,0,9.464774e-06,9.845695e-06,3.9893985e-06,0.0,5.617245e-06,2.891711e-05,0.32730705,0.3404799,0.1379598,0.0,0.19425333,industrial,0.3404799,industrial,False,True,True,True,False,9.87649e-07,2.2695242e-05,1.5683938e-05,0.0,4.2617758e-06,4.3628603e-05,0.022637649,0.5201918,0.3594875,0.0,0.097683065,industrial,0.5201918,industrial,False,True,True,True,False
STA-PT03085,PT,38.82972,-9.16444,18.51295198,57.75563615,17.90349667,0,0,1,0,0,1,0.00014180793,0.00013428011,1.9695284e-05,0.0,1.0008711e-05,0.00030579205,0.46373975,0.4391223,0.064407445,0.0,0.03273045,traffic,0.46373975,traffic,False,True,True,True,False,1.7726818e-05,0.00011218731,3.5553174e-05,0.0,1.8940791e-05,0.00018440808,0.0961282,0.60836434,0.19279619,0.0,0.10271128,industrial,0.60836434,industrial,False,True,True,True,False
STA.IT1857A,IT,42.65722,13.70944,13.53767123,40.58304764,24.59178082,1,0,0,0,0,1,5.8737485e-05,3.0209858e-06,2.7418988e-05,0.0,7.754941e-06,9.69324e-05,0.60596335,0.031165902,0.2828671,0.0,0.0800036,traffic,0.60596335,traffic,False,True,True,True,False,6.736489e-06,1.9522495e-05,3.109461e-05,0.0,9.507426e-06,6.6861016e-05,0.10075361,0.29198623,0.46506336,0.0,0.14219685,urban,0.46506336,urban,False,True,True,True,False
STA.IT2287A,IT,38.1307,13.34653,24.66332542,61.20622808,21.94851192,0,0,1,0,0,1,0.0002901888,2.5984104e-06,0.0002085123,0.00037091327,1.2494418e-05,0.00088470714,0.3280055,0.0029370289,0.23568511,0.41924977,0.01412266,port_shipping,0.41924977,port_shipping,False,True,True,True,True,3.5407546e-05,1.679169e-05,2.148602e-05,1.3110431e-05,3.1300835e-05,0.00011809651,0.29981872,0.14218616,0.1819361,0.111014545,0.26504454,traffic,0.29981872,traffic,False,True,True,True,True
STA_ES1093A,ES,39.79117,3.07525,5.727884838,51.53552882,20.6940875,0,0,1,1,0,0,4.0154304e-05,0.0,6.5319823e-06,0.0,6.0802918e-06,5.276658e-05,0.76097983,0.0,0.12379014,0.0,0.11522998,traffic,0.76097983,traffic,False,True,False,True,False,4.12917e-06,0.0,8.1268345e-06,0.0,1.1074142e-05,2.3330147e-05,0.1769886,0.0,0.34834048,0.0,0.47467092,urban,0.34834048,other,True,True,False,True,False
STA_PL0182A,PL,53.12233,14.38225,7.502474076,58.3641347,26.94591666,0,0,1,1,0,0,5.8412647e-06,1.0660171e-06,1.857128e-06,7.3629794e-06,9.2338576e-07,1.7050776e-05,0.3425806,0.062520154,0.10891751,0.43182665,0.05415506,port_shipping,0.43182665,port_shipping,False,True,True,True,True,6.236205e-07,9.914615e-07,5.6377125e-06,3.6828536e-07,1.5429353e-06,9.164015e-06,0.06805101,0.10819074,0.6152012,0.04018821,0.16836892,urban,0.6152012,urban,False,True,True,True,True
STA.DE_DETH036,DE,50.65586,12.2052,17.85669843,52.03446582,17.80972541,0,0,1,0,0,1,2.0802208e-05,0.0,7.277475e-06,0.0,3.280003e-06,3.1359687e-05,0.66334236,0.0,0.23206466,0.0,0.10459298,traffic,0.66334236,traffic,False,True,False,True,False,2.10297e-06,0.0,7.680816e-06,0.0,5.735239e-06,1.5519026e-05,0.13550915,0.0,0.49492902,0.0,0.3695618,urban,0.49492902,urban,False,True,False,True,False
STA.IT1152A,IT,44.79943,10.88365,28.55303826,57.2837195,30.20560748,0,0,1,0,1,0,5.9357495e-05,3.991101e-05,4.3651566e-05,0.0,9.823784e-06,0.00015274386,0.38860807,0.2612937,0.28578278,0.0,0.064315416,traffic,0.38860807,traffic,False,True,True,True,False,6.563206e-06,5.0786675e-05,3.651127e-05,0.0,1.2243118e-05,0.000106104264,0.061856195,0.47864878,0.34410745,0.0,0.11538762,industrial,0.47864878,industrial,False,True,True,True,False
STA.IT1921A,IT,44.92784,11.17795,23.53302462,59.60615037,28.1192053,0,0,1,1,0,0,5.57769e-07,0.0,5.6772255e-06,0.0,6.6321313e-06,1.28671245e-05,0.04334838,0.0,0.44121945,0.0,0.5154323,urban,0.44121945,other,True,True,False,True,False,6.9163804e-08,0.0,1.4768586e-05,0.0,1.0011186e-05,2.4848936e-05,0.002783371,0.0,0.5943347,0.0,0.40288186,urban,0.5943347,urban,False,True,False,True,False
STA-RO0181A,RO,47.19514,23.04705,14.72810561,54.99727391,21.92993808,0,1,0,0,0,1,1.7098491e-05,8.895991e-06,1.2297748e-05,0.0,2.936615e-06,4.1228846e-05,0.41472155,0.21577105,0.29828018,0.0,0.07122719,traffic,0.41472155,traffic,False,True,True,True,False,1.7729475e-06,1.2025183e-05,5.320826e-05,0.0,5.927095e-06,7.293347e-05,0.024309106,0.1648788,0.7295451,0.0,0.08126715,urban,0.7295451,urban,False,True,True,True,False
STA.DE_DEHE042,DE,50.53297,8.6844,16.35792423,51.14620349,14.54200986,0,0,1,1,0,0,8.459071e-05,1.0462427e-05,1.4962355e-05,0.0,7.488776e-06,0.00011750427,0.71989477,0.08903869,0.12733456,0.0,0.063731946,traffic,0.71989477,traffic,False,True,True,True,False,7.823189e-06,9.41901e-06,1.3580007e-05,0.0,8.787866e-06,3.961007e-05,0.19750506,0.23779333,0.3428423,0.0,0.2218594,urban,0.3428423,urban,False,True,True,True,False
STA-SI0038A,SI,45.54301,13.71352,18.3988955,69.5932929,18.37746479,0,0,1,0,0,1,0.0002223213,3.3736203e-05,1.8652232e-05,2.0869848e-06,1.6512107e-05,0.00029330884,0.7579768,0.11501939,0.063592464,0.0071153147,0.056295976,traffic,0.7579768,traffic,False,True,True,True,True,2.9376426e-05,5.2348732e-05,2.9550278e-05,1.0079398e-07,5.50661e-06,0.000116882846,0.25133222,0.44787353,0.25281963,0.0008623505,0.047112215,industrial,0.44787353,industrial,False,True,True,True,True
STA-RO0107A,RO,47.06872,21.92723,25.9775794,52.06740895,19.96440129,0,0,1,0,0,1,5.149822e-05,1.7890614e-05,4.8142265e-05,0.0,1.1031313e-05,0.0001285624,0.40056983,0.139159,0.37446612,0.0,0.085805126,traffic,0.40056983,traffic,False,True,True,True,False,5.398671e-06,2.418369e-05,9.775611e-05,0.0,9.41823e-06,0.0001367567,0.039476465,0.17683733,0.71481764,0.0,0.0688685,urban,0.71481764,urban,False,True,True,True,False
STA_ES0651A,ES,37.60203,-0.91436,20.51015406,70.31393021,19.1392681,0,1,0,0,1,0,0.00018981103,0.00050903833,4.4487966e-05,0.0,8.1038226e-05,0.0008243756,0.23024824,0.6174835,0.05396565,0.0,0.09830255,industrial,0.6174835,industrial,False,True,True,True,False,1.9480443e-05,7.763891e-05,2.1183203e-05,0.0,3.6579982e-05,0.00015488254,0.12577559,0.5012761,0.13676947,0.0,0.23617886,industrial,0.5012761,industrial,False,True,True,True,False
STA_PL0048A,PL,54.56084,18.49333,10.86384468,55.01717923,19.01213279,0,0,1,0,0,1,6.1256374e-05,0.0003584667,3.650525e-05,0.0,6.819024e-06,0.0004630473,0.13228968,0.77414703,0.07883698,0.0,0.014726409,industrial,0.77414703,industrial,False,True,True,True,False,7.930398e-06,8.863624e-05,0.00017238509,0.0,6.0893453e-06,0.00027504106,0.028833507,0.32226548,0.62676126,0.0,0.022139767,urban,0.62676126,urban,False,True,True,True,False
STA-FR14022,FR,48.96222,4.36,13.25079868,53.38048498,16.39096842,0,0,1,0,1,0,9.35724e-05,2.594931e-05,2.3007931e-05,0.0,1.7585771e-05,0.00016011542,0.58440596,0.16206628,0.1436959,0.0,0.10983184,traffic,0.58440596,traffic,False,True,True,True,False,9.603506e-06,5.981558e-05,4.0776113e-06,0.0,9.521649e-06,8.301835e-05,0.11567932,0.72051036,0.049116988,0.0,0.11469331,industrial,0.72051036,industrial,False,True,True,True,False
STA-SI0033A,SI,46.65209,16.19132,12.62491271,55.51328125,25.86865672,0,0,1,1,0,0,2.131517e-05,1.929285e-05,1.0728493e-05,0.0,1.5839898e-05,6.7176414e-05,0.31730142,0.2871968,0.15970625,0.0,0.23579553,traffic,0.31730142,traffic,False,True,True,True,False,2.8157147e-06,2.9936864e-05,3.256431e-05,0.0,5.985033e-06,7.130192e-05,0.039490025,0.41986057,0.45671013,0.0,0.0839393,urban,0.45671013,urban,False,True,True,True,False
STA-FR23123,FR,48.0693,-0.76813,12.82199427,54.55350766,14.67774408,0,0,1,0,0,1,8.43058e-05,4.836427e-05,2.0791105e-05,0.0,2.4312316e-05,0.00017777349,0.47423157,0.27205557,0.11695279,0.0,0.13676007,traffic,0.47423157,traffic,False,True,True,True,False,8.7574845e-06,0.000111484136,1.6453725e-05,0.0,9.4881e-06,0.00014618343,0.059907503,0.76263183,0.11255533,0.0,0.064905435,industrial,0.76263183,industrial,False,True,True,True,False
STA_ES1563A,ES,40.47933,-3.37795,28.30869465,56.46038519,18.88680332,1,0,0,0,0,1,0.00022617228,5.3940727e-05,6.4288724e-05,0.0,2.545421e-05,0.00036985593,0.61151457,0.14584254,0.17382099,0.0,0.06882196,traffic,0.61151457,traffic,False,True,True,True,False,2.3342896e-05,5.8177135e-05,3.710086e-05,0.0,1.4310783e-05,0.00013293167,0.17560071,0.4376469,0.27909723,0.0,0.107655175,industrial,0.4376469,industrial,False,True,True,True,False
STA-FR30019,FR,48.17265,6.45282,13.29782608,52.40777356,14.12906976,0,0,1,0,0,1,8.3284154e-05,2.1643185e-05,1.9269522e-05,3.5397284e-07,1.1976665e-05,0.0001365275,0.6100175,0.1585262,0.14114024,0.0025926854,0.087723464,traffic,0.6100175,traffic,False,True,True,True,True,8.624091e-06,4.9889557e-05,3.8576774e-05,3.0170856e-08,4.641598e-06,0.000101762205,0.084747486,0.49025625,0.37908745,0.0002964839,0.0456122,industrial,0.49025625,industrial,False,True,True,True,True
STA-BG0058A,BG,42.00193,23.09782,19.88264548,47.6689387,39.29340176,0,0,1,0,0,1,0.00013311881,9.661858e-06,1.1952824e-05,0.0,6.5670147e-06,0.00016130052,0.8252845,0.059899732,0.07410283,0.0,0.04071292,traffic,0.8252845,traffic,False,True,True,True,False,1.6091557e-05,2.1315513e-05,9.896976e-05,0.0,1.5080403e-05,0.00015145725,0.10624488,0.14073616,0.65345013,0.0,0.09956871,urban,0.65345013,urban,False,True,True,True,False
STA.IT1340A,IT,45.4,11.28611,29.69503002,54.78630262,29.73487032,1,0,0,0,0,1,0.00020200515,8.75202e-06,1.9068066e-05,5.050628e-09,7.928986e-06,0.00023775928,0.84962046,0.036810424,0.08019904,2.1242611e-05,0.033348795,traffic,0.84962046,traffic,False,True,True,True,True,2.0732257e-05,5.655812e-05,4.178744e-05,4.3189533e-10,6.2016466e-06,0.0001252799,0.1654875,0.45145407,0.33355263,3.447443e-06,0.049502328,industrial,0.45145407,industrial,False,True,True,True,True
STA.IT0839A,IT,45.36722,9.705,25.82496376,48.88994349,33.35359112,0,0,1,0,1,0,3.9172137e-05,7.46526e-07,1.5665233e-05,0.0,6.0718558e-06,6.165576e-05,0.6353362,0.012107968,0.25407574,0.0,0.09847994,traffic,0.6353362,traffic,False,True,True,True,False,4.793621e-06,4.82427e-06,3.4501765e-05,0.0,1.5072657e-05,5.919232e-05,0.08098383,0.08150162,0.5828757,0.0,0.25463873,urban,0.5828757,urban,False,True,True,True,False
STA.DE_DEHE045,DE,49.67251,9.00198,17.08049989,53.64703035,17.36433046,0,0,1,0,0,1,2.6871392e-05,1.0585906e-05,9.574007e-06,0.0,2.608868e-06,4.9640174e-05,0.5413235,0.2132528,0.19286811,0.0,0.05255558,traffic,0.5413235,traffic,False,True,True,True,False,2.9313608e-06,9.530176e-06,5.706879e-06,0.0,2.320594e-06,2.048901e-05,0.14306991,0.465136,0.27853367,0.0,0.113260426,industrial,0.465136,industrial,False,True,True,True,False
STA-RO0075A,RO,46.76543,23.55026,38.56147381,22.84784478,27.62620879,0,0,1,0,1,0,8.082705e-05,3.4590503e-05,5.295023e-05,0.0,1.6400832e-05,0.00018476862,0.43745008,0.18720983,0.28657588,0.0,0.08876417,traffic,0.43745008,traffic,False,True,True,True,False,8.667423e-06,4.6757814e-05,0.00015136665,0.0,1.4066641e-05,0.0002208585,0.039244235,0.21170937,0.6853558,0.0,0.06369074,urban,0.6853558,urban,False,True,True,True,False
STA-PT02018,PT,40.58972,-8.67056,10.92762596,51.95682065,21.84800363,0,0,1,0,1,0,3.6210815e-05,6.576531e-05,6.0612915e-06,0.0,7.3288948e-06,0.0001153663,0.31387687,0.57005644,0.05253953,0.0,0.06352717,industrial,0.57005644,industrial,False,True,True,True,False,4.386355e-06,7.260922e-05,3.3112305e-05,0.0,6.8596855e-06,0.00011696756,0.037500612,0.6207637,0.28308964,0.0,0.058646053,industrial,0.6207637,industrial,False,True,True,True,False
STA.IT1423A,IT,42.45639,14.23472,12.51997717,21.62248858,25.72054795,0,0,1,0,0,1,5.3293465e-05,3.1085284e-07,8.390758e-06,2.4440247e-05,8.6657315e-07,8.7301894e-05,0.61045027,0.0035606655,0.09611198,0.27995095,0.009926166,traffic,0.61045027,traffic,False,True,True,True,True,6.5152876e-06,2.008822e-06,5.5547994e-06,1.1079179e-06,1.2344076e-06,1.6421236e-05,0.39675987,0.12233075,0.33826926,0.067468606,0.07517142,traffic,0.39675987,traffic,False,True,True,True,True
STA-LT00044,LT,54.88361,23.83583,12.70740412,49.05642061,22.58247153,0,0,1,0,0,1,5.018721e-05,3.2869324e-05,1.2406603e-05,0.0,6.879954e-06,0.000102343096,0.490382,0.32116798,0.121225595,0.0,0.067224406,traffic,0.490382,traffic,False,True,True,True,False,4.380415e-06,3.6707177e-05,4.8078422e-05,0.0,6.82877e-06,9.599477e-05,0.045631807,0.38238725,0.5008442,0.0,0.07113689,urban,0.5008442,urban,False,True,True,True,False
