run,sample_id,pollutant,source_category,signed_shap_sum,positive_shap_sum,abs_shap_sum,source_rank_abs,source_rank_positive
2,1664,pm10,port_shipping,-0.22389462753477113,0.018838324008486968,0.2615712755517451,4,5
2,1664,pm10,traffic,0.36222311808199315,0.36222311808199315,0.36222311808199315,2,2
2,1664,pm10,urban_anthropogenic,0.2622094316470252,0.2975528261272604,0.3328962206074957,3,3
2,1782,pm10,geographic_context,0.9480915311677852,1.155204319655998,1.3623171081442107,1,1
2,1782,pm10,industrial,0.08980970452009149,0.09046649966899237,0.09112329481789322,4,2
2,1782,pm10,meteorological_condition,-0.15612045520908208,0.06137535950321282,0.2788711742155077,2,4
2,1782,pm10,port_shipping,0.04353783127906314,0.04819421152085563,0.05285059176264812,6,5
2,1782,pm10,traffic,0.006506015823105641,0.03627246474193557,0.0660389136607655,5,6
2,1782,pm10,urban_anthropogenic,0.005979872634015886,0.08496793051379425,0.16395598839357262,3,3
2,1846,pm10,geographic_context,2.238839713933711,2.238839713933711,2.238839713933711,1,1
2,1846,pm10,industrial,-0.05772030807046036,0.0002198132822713548,0.05815993463500306,6,6
2,1846,pm10,meteorological_condition,-0.13636667254409812,0.02927679719866634,0.1949202669414308,3,4
2,1846,pm10,port_shipping,-0.18322874855966245,0.008754033089193087,0.20073681473804864,2,5
2,1846,pm10,traffic,0.17350317415891192,0.17350317415891192,0.17350317415891192,4,2
2,1846,pm10,urban_anthropogenic,-0.08642857061024445,0.03432415382708408,0.1550768782644126,5,3
2,1894,pm10,geographic_context,2.3282191743891123,2.3674568506539377,2.4066945269187636,1,1
2,1894,pm10,industrial,0.022144396728184725,0.040887265859619715,0.059630134991054705,6,6
2,1894,pm10,meteorological_condition,-0.15867697792750476,0.04722617090639287,0.2531293197402905,2,5
2,1894,pm10,port_shipping,0.08398914721576489,0.08748179625010398,0.09097444528444307,5,3
2,1894,pm10,traffic,0.18097216430809698,0.1972914196607268,0.21361067501335662,3,2
2,1894,pm10,urban_anthropogenic,-0.013574914514227526,0.05284700052194173,0.11926891555811099,4,4
2,1928,pm10,geographic_context,1.3203825743955857,1.4118176777345706,1.5032527810735552,1,1
2,1928,pm10,industrial,-0.001011741602448356,0.007750943602302065,0.016513628807052486,6,6
2,1928,pm10,meteorological_condition,0.1882181893390375,0.2228485408397707,0.2574788923405039,2,2
2,1928,pm10,port_shipping,0.05769710607784664,0.06134938275466664,0.06500165943148664,5,5
2,1928,pm10,traffic,0.07907078161908326,0.09092700468338001,0.10278322774767676,4,4
2,1928,pm10,urban_anthropogenic,0.19254145178293916,0.20562895246770815,0.21871645315247712,3,3
2,2061,pm10,geographic_context,2.3741708063417812,2.41191382963986,2.4496568529379394,1,1
2,2061,pm10,industrial,-0.06094497666309365,0.0,0.06094497666309365,6,6
2,2061,pm10,meteorological_condition,-0.053800891606021674,0.09746114586546276,0.24872318333694718,2,3
2,2061,pm10,port_shipping,0.06692554567591083,0.07340283492542596,0.07988012417494109,5,4
2,2061,pm10,traffic,0.11308682725896416,0.12268510724145178,0.1322833872239394,4,2
2,2061,pm10,urban_anthropogenic,-0.08427164092548994,0.05530010581939655,0.19487185256428305,3,5
2,2151,pm10,geographic_context,2.8088281463146307,2.808828146314631,2.808828146314631,1,1
2,2151,pm10,industrial,-0.04207589942090703,0.0003829745995606498,0.042841848620028336,6,6
2,2151,pm10,meteorological_condition,0.4665280636226107,0.4665280636226107,0.4665280636226107,2,2
2,2151,pm10,port_shipping,0.06436570994816904,0.0796186347099508,0.09487155947173256,5,4
2,2151,pm10,traffic,0.2035981954043088,0.21310828980330082,0.22261838420229285,3,3
2,2151,pm10,urban_anthropogenic,-0.04992708056107756,0.05300411642809086,0.15593531341725927,4,5
2,2213,pm10,geographic_context,2.540708878726579,2.639496379318733,2.738283879910887,1,1
2,2213,pm10,industrial,0.004033787052892073,0.01667986578484956,0.02932594451680704,6,6
2,2213,pm10,meteorological_condition,0.4699750019624672,0.47477318939383717,0.479571376825207,2,2
2,2213,pm10,port_shipping,0.06711769005956197,0.06910598347160933,0.07109427688365669,5,5
2,2213,pm10,traffic,0.09614906282185591,0.09953615146914607,0.10292324011643623,4,4
2,2213,pm10,urban_anthropogenic,0.04620374931110585,0.14122016051392305,0.23623657171674028,3,3
2,2260,pm10,geographic_context,2.646073107455476,2.6567154080586173,2.6673577086617586,1,1
2,2260,pm10,industrial,-6.971748865029596e-05,0.011044913971907629,0.022159545432465552,6,6
2,2260,pm10,meteorological_condition,-0.1140157319580847,0.12400447606622729,0.36202468409053934,2,3
2,2260,pm10,port_shipping,0.05195502651973673,0.059515687888087865,0.067076349256439,5,5
2,2260,pm10,traffic,0.2757553882248107,0.2757553882248107,0.2757553882248107,3,2
2,2260,pm10,urban_anthropogenic,0.024316448554131773,0.0831096150271965,0.14190278150026123,4,4
2,2390,pm10,geographic_context,2.858106805442886,2.858106805442886,2.858106805442886,1,1
