run,sample_id,pollutant,feature_name,feature_value_raw,feature_value_norm,shap_value,abs_shap,shap_rank_abs,shap_sign,source_category
1,4,no2,Stability_3yr,0.4298540145985401,0.4298540145985401,0.1319794113057568,0.1319794113057568,1,positive,meteorological_condition
1,4,no2,num_buildings_1km,4823.0,1.1428819791161207,0.12891057184854224,0.12891057184854224,2,positive,urban_anthropogenic
1,4,no2,rural,0.0,-0.5536674263920707,0.09355151216127001,0.09355151216127001,3,positive,geographic_context
1,4,no2,traffic,0.0,-0.3281059132780248,-0.08171551932716126,0.08171551932716126,4,negative,traffic
1,4,no2,Latitude,48.61036,0.5720618680640951,0.06980241445643529,0.06980241445643529,5,positive,geographic_context
1,4,no2,Altitude,114.0,-0.5075394218570998,0.06888886647541446,0.06888886647541446,6,positive,geographic_context
1,4,no2,urban,1.0,0.9693384774922439,0.06831732829601046,0.06831732829601046,7,positive,urban_anthropogenic
1,4,no2,RH_3yr,77.76454379562044,0.33479417909053616,0.05748651337721028,0.05748651337721028,8,positive,meteorological_condition
1,4,no2,ship_density_10km,507.26016162796464,1.0400388594060774,0.05291324878721527,0.05291324878721527,9,positive,port_shipping
1,4,no2,num_industrial_landuse_500m,1.0,-0.0690662422038175,-0.038332669684284,0.038332669684284,10,negative,industrial
1,4,no2,Longitude,7.78163,-0.13599825071229196,0.03596177023884321,0.03596177023884321,11,positive,geographic_context
1,4,no2,num_buildings_500m,2117.0,2.0389020116417886,-0.03531665898938731,0.03531665898938731,12,negative,urban_anthropogenic
1,4,no2,PopulationDensity,237.6,-0.230031414850446,0.025499031150523706,0.025499031150523706,13,positive,urban_anthropogenic
1,4,no2,num_roads_1km,589.0,-0.012611207444512024,0.020153091838809672,0.020153091838809672,14,positive,traffic
1,4,no2,ship_density_5km,855.8710487911271,1.501031210237617,0.0191821400453977,0.0191821400453977,15,positive,port_shipping
1,4,no2,Temp_3yr,11.238722627737223,-0.3876827982170647,-0.017845469588316787,0.017845469588316787,16,negative,meteorological_condition
1,4,no2,Precip_3yr,2.0352007299270074,-0.11681983855774473,0.014566337368639663,0.014566337368639663,17,positive,meteorological_condition
1,4,no2,Wind_3yr,1.9771624087591244,-0.5182011357990695,-0.013511230447152064,0.013511230447152064,18,negative,meteorological_condition
1,4,no2,ship_density_1km,0.1282825469970703,-0.14010518293822535,0.0051561394658718755,0.0051561394658718755,19,positive,port_shipping
1,4,no2,num_factory_1km,0.0,-0.1735841355973231,-0.0033233712560373904,0.0033233712560373904,20,negative,industrial
1,4,no2,num_roads_500m,257.0,0.5842649538821941,-0.0031708706381826587,0.0031708706381826587,21,negative,traffic
1,4,no2,num_industrial_landuse_1km,2.0,-0.23092366145394475,0.0018754970483197415,0.0018754970483197415,22,positive,industrial
1,4,no2,num_factory_500m,0.0,-0.13406790694875997,-9.430427931232058e-06,9.430427931232058e-06,23,negative,industrial
1,85,no2,rural,1.0,1.8061384006576289,-0.2621605395273519,0.2621605395273519,1,negative,geographic_context
1,85,no2,PopulationDensity,262.7,-0.20707088586010167,0.23642263141314,0.23642263141314,2,positive,urban_anthropogenic
1,85,no2,Temp_3yr,15.294981751824814,0.9554569167808509,0.22847606826206215,0.22847606826206215,3,positive,meteorological_condition
1,85,no2,Altitude,4.0,-0.9165778591437933,0.22367590121208872,0.22367590121208872,4,positive,geographic_context
1,85,no2,Stability_3yr,0.4442700729927007,0.4442700729927007,0.21543939542043572,0.21543939542043572,5,positive,meteorological_condition
1,85,no2,num_roads_1km,56.0,-1.0762392008311648,-0.18737234527098637,0.18737234527098637,6,negative,traffic
1,85,no2,Latitude,44.92784,-0.192688915539714,0.17705291302493778,0.17705291302493778,7,positive,geographic_context
1,85,no2,Longitude,11.17795,0.22419762468672144,0.08353326424374712,0.08353326424374712,8,positive,geographic_context
1,85,no2,urban,0.0,-1.031631389055225,-0.07721876330162114,0.07721876330162114,9,negative,urban_anthropogenic
1,85,no2,num_industrial_landuse_1km,2.0,-0.23092366145394475,0.07352845449364105,0.07352845449364105,10,positive,industrial
1,85,no2,Wind_3yr,1.7181113138686128,-0.7965526709691659,0.04915737112479187,0.04915737112479187,11,positive,meteorological_condition
1,85,no2,num_roads_500m,40.0,-0.8601934009772184,0.04705122201295751,0.04705122201295751,12,positive,traffic
1,85,no2,traffic,0.0,-0.3281059132780248,-0.045758845673803714,0.045758845673803714,13,negative,traffic
1,85,no2,Precip_3yr,1.9465145985401464,-0.24991210291863136,-0.029466136255188565,0.029466136255188565,14,negative,meteorological_condition
1,85,no2,RH_3yr,72.21921532846714,-0.6754898775824614,0.02580232682798128,0.02580232682798128,15,positive,meteorological_condition
1,85,no2,num_buildings_1km,228.0,-0.8278128870706583,-0.02507454564469745,0.02507454564469745,16,negative,urban_anthropogenic
1,85,no2,ship_density_10km,0.0,-0.3187453966742202,-0.02503869005539088,0.02503869005539088,17,negative,port_shipping
1,85,no2,num_industrial_landuse_500m,1.0,-0.0690662422038175,-0.019889058495434882,0.019889058495434882,18,negative,industrial
1,85,no2,num_buildings_500m,169.0,-0.6538115439786719,-0.017319696352889605,0.017319696352889605,19,negative,urban_anthropogenic
1,85,no2,ship_density_5km,0.0,-0.332199815255663,-0.005157585668515039,0.005157585668515039,20,negative,port_shipping
1,85,no2,ship_density_1km,0.0,-0.14022768049856174,-0.004668766252719816,0.004668766252719816,21,negative,port_shipping
1,85,no2,num_factory_1km,0.0,-0.1735841355973231,-0.0031030561713091885,0.0031030561713091885,22,negative,industrial
1,85,no2,num_factory_500m,0.0,-0.13406790694875997,-4.0938799690816916e-05,4.0938799690816916e-05,23,negative,industrial
1,127,no2,PopulationDensity,445.9,-0.03948646709392294,0.20821705801833976,0.20821705801833976,1,positive,urban_anthropogenic
1,127,no2,Stability_3yr,0.4105383211678831,0.4105383211678831,0.16140944999522105,0.16140944999522105,2,positive,meteorological_condition
1,127,no2,Altitude,12.0,-0.8868296091593064,0.133653026728837,0.133653026728837,3,positive,geographic_context
1,127,no2,urban,0.0,-1.031631389055225,-0.12773527125149456,0.12773527125149456,4,negative,urban_anthropogenic
1,127,no2,Temp_3yr,15.51132299270073,1.0270934921876884,0.12676153457587142,0.12676153457587142,5,positive,meteorological_condition
1,127,no2,num_roads_1km,841.0,0.4902673185094026,0.09834523514461639,0.09834523514461639,6,positive,traffic
1,127,no2,rural,0.0,-0.5536674263920707,0.08259158177890116,0.08259158177890116,7,positive,geographic_context
1,127,no2,Latitude,45.22667,-0.13063073889319943,0.08029598415572771,0.08029598415572771,8,positive,geographic_context
1,127,no2,num_industrial_landuse_1km,10.0,0.7231985726945893,0.06976689165985676,0.06976689165985676,9,positive,industrial
1,127,no2,traffic,0.0,-0.3281059132780248,-0.04516185250895556,0.04516185250895556,10,negative,traffic
1,127,no2,Longitude,11.66583,0.275939617104889,0.0375001736912309,0.0375001736912309,11,positive,geographic_context
1,127,no2,Precip_3yr,1.9619799270072995,-0.2267031123742177,-0.029315540538231908,0.029315540538231908,12,negative,meteorological_condition
1,127,no2,num_industrial_landuse_500m,1.0,-0.0690662422038175,-0.022103856600542624,0.022103856600542624,13,negative,industrial
1,127,no2,ship_density_10km,0.0,-0.3187453966742202,-0.01762774750239634,0.01762774750239634,14,negative,port_shipping
1,127,no2,RH_3yr,73.0444799270073,-0.525137798101447,0.016284414744936148,0.016284414744936148,15,positive,meteorological_condition
1,127,no2,num_buildings_1km,2215.0,0.02436789619661697,-0.010325200298467762,0.010325200298467762,16,negative,urban_anthropogenic
1,127,no2,num_buildings_500m,797.0,0.21427064951704114,-0.009496875396959256,0.009496875396959256,17,negative,urban_anthropogenic
1,127,no2,num_roads_500m,311.0,0.9437154200684074,0.008750925392792453,0.008750925392792453,18,positive,traffic
1,127,no2,ship_density_5km,0.0,-0.332199815255663,-0.0063025944585979,0.0063025944585979,19,negative,port_shipping
1,127,no2,ship_density_1km,0.0,-0.14022768049856174,-0.005133892276760443,0.005133892276760443,20,negative,port_shipping
1,127,no2,num_factory_1km,10.0,1.380530796976943,0.00386270530446209,0.00386270530446209,21,positive,industrial
1,127,no2,Wind_3yr,2.016505474452555,-0.4759268395306328,-0.0012091941174785681,0.0012091941174785681,22,negative,meteorological_condition
1,127,no2,num_factory_500m,8.0,3.6529011751213076,-0.0005172655486754511,0.0005172655486754511,23,negative,industrial
1,197,no2,PopulationDensity,1010.7,0.4771711732943837,0.5383964593239016,0.5383964593239016,1,positive,urban_anthropogenic
1,197,no2,num_roads_1km,1290.0,1.3862691365780837,0.4317372827954472,0.4317372827954472,2,positive,traffic
1,197,no2,Stability_3yr,0.0819069343065693,0.0819069343065693,-0.1809913590640659,0.1809913590640659,3,negative,meteorological_condition
1,197,no2,Latitude,38.76889,-1.4717211648354918,-0.16109362317616135,0.16109362317616135,4,negative,geographic_context
1,197,no2,ship_density_10km,285.45255296239804,0.445888738161909,0.10633568839855011,0.10633568839855011,5,positive,port_shipping
1,197,no2,Longitude,-9.10806,-1.9272301354487018,-0.105583985108745,0.105583985108745,6,negative,geographic_context
1,197,no2,num_buildings_1km,2749.0,0.2533888012115767,0.10450860581060233,0.10450860581060233,7,positive,urban_anthropogenic
1,197,no2,traffic,0.0,-0.3281059132780248,-0.10188161273220511,0.10188161273220511,8,negative,traffic
1,197,no2,rural,0.0,-0.5536674263920707,0.09922914435359502,0.09922914435359502,9,positive,geographic_context
1,197,no2,num_industrial_landuse_1km,15.0,1.3195249690374231,0.09328921985757821,0.09328921985757821,10,positive,industrial
1,197,no2,Altitude,32.0,-0.8124589841980895,0.07778913679493506,0.07778913679493506,11,positive,geographic_context
1,197,no2,num_buildings_500m,569.0,-0.1008929493954152,0.07436256549545274,0.07436256549545274,12,positive,urban_anthropogenic
1,197,no2,urban,1.0,0.9693384774922439,0.04920783480881082,0.04920783480881082,13,positive,urban_anthropogenic
1,197,no2,Wind_3yr,3.991660583941606,1.6463859696767786,-0.042331194327391866,0.042331194327391866,14,negative,meteorological_condition
1,197,no2,num_roads_500m,243.0,0.4910740922783611,0.033285288152538436,0.033285288152538436,15,positive,traffic
1,197,no2,num_industrial_landuse_500m,3.0,0.8543879809680367,0.033032404375291355,0.033032404375291355,16,positive,industrial
1,197,no2,RH_3yr,80.6355291970803,0.857848998154267,-0.019950563009637195,0.019950563009637195,17,negative,meteorological_condition
1,197,no2,Temp_3yr,15.979206204379562,1.1820225793987955,-0.009915247142748742,0.009915247142748742,18,negative,meteorological_condition
1,197,no2,ship_density_1km,0.0,-0.14022768049856174,-0.006848311759817739,0.006848311759817739,19,negative,port_shipping
1,197,no2,ship_density_5km,148.70029798498004,-0.01369155381698334,-0.003547345230834225,0.003547345230834225,20,negative,port_shipping
1,197,no2,num_factory_1km,0.0,-0.1735841355973231,-0.003433912146975733,0.003433912146975733,21,negative,industrial
1,197,no2,Precip_3yr,1.7494981751824816,-0.5455768420487387,0.002719541158158046,0.002719541158158046,22,positive,meteorological_condition
1,197,no2,num_factory_500m,0.0,-0.13406790694875997,9.877870966449104e-06,9.877870966449104e-06,23,positive,industrial
1,297,no2,PopulationDensity,106.3,-0.35013968004694856,-0.1482396378742754,0.1482396378742754,1,negative,urban_anthropogenic
1,297,no2,num_roads_1km,849.0,0.5062317161587332,0.14776854937737394,0.14776854937737394,2,positive,traffic
1,297,no2,num_buildings_1km,4437.0,0.9773350327944456,0.1419816014770357,0.1419816014770357,3,positive,urban_anthropogenic
1,297,no2,Longitude,21.14747,1.2815125960993012,0.09970164914541521,0.09970164914541521,4,positive,geographic_context
1,297,no2,rural,0.0,-0.5536674263920707,0.09697716715910869,0.09697716715910869,5,positive,geographic_context
1,297,no2,traffic,0.0,-0.3281059132780248,-0.09659480048511973,0.09659480048511973,6,negative,traffic
1,297,no2,RH_3yr,78.0458120437956,0.38603746043318116,0.07358111214213224,0.07358111214213224,7,positive,meteorological_condition
1,297,no2,Stability_3yr,0.2110948905109489,0.2110948905109489,-0.07054829185012307,0.07054829185012307,8,negative,meteorological_condition
1,297,no2,num_industrial_landuse_1km,26.0,2.6314430409916576,0.06758764191932233,0.06758764191932233,9,positive,industrial
1,297,no2,Latitude,51.39908,1.1511967553835434,0.058668545939265196,0.058668545939265196,10,positive,geographic_context
1,297,no2,urban,1.0,0.9693384774922439,0.05866708351451503,0.05866708351451503,11,positive,urban_anthropogenic
1,297,no2,Altitude,159.0,-0.3402055156943616,0.04328941675392308,0.04328941675392308,12,positive,geographic_context
1,297,no2,Wind_3yr,2.91661496350365,0.4912447456905663,-0.03647909647041433,0.03647909647041433,13,negative,meteorological_condition
1,297,no2,Precip_3yr,1.6515237226277373,-0.6926081933560642,0.02737656348926057,0.02737656348926057,14,positive,meteorological_condition
1,297,no2,num_roads_500m,233.0,0.42450919113276603,0.02100367131400933,0.02100367131400933,15,positive,traffic
1,297,no2,Temp_3yr,9.921076642335766,-0.8239918699897791,0.01398172762555715,0.01398172762555715,16,positive,meteorological_condition
1,297,no2,ship_density_5km,0.0,-0.332199815255663,-0.01199145800486624,0.01199145800486624,17,negative,port_shipping
1,297,no2,ship_density_10km,0.0,-0.3187453966742202,-0.011770456828771763,0.011770456828771763,18,negative,port_shipping
1,297,no2,num_industrial_landuse_500m,0.0,-0.5307933537897446,-0.009291358478038445,0.009291358478038445,19,negative,industrial
1,297,no2,ship_density_1km,0.0,-0.14022768049856174,-0.006074847925204074,0.006074847925204074,20,negative,port_shipping
1,297,no2,num_buildings_500m,1121.0,0.6621347111294791,-0.0021171950000533866,0.0021171950000533866,21,negative,urban_anthropogenic
1,297,no2,num_factory_1km,6.0,0.7588848239472366,0.0013676834970287426,0.0013676834970287426,22,positive,industrial
1,297,no2,num_factory_500m,0.0,-0.13406790694875997,-1.827624772878715e-05,1.827624772878715e-05,23,negative,industrial
1,332,no2,traffic,1.0,3.047796335059152,0.556706377416232,0.556706377416232,1,positive,traffic
1,332,no2,PopulationDensity,914.5,0.3891710581999164,0.5248472028109492,0.5248472028109492,2,positive,urban_anthropogenic
1,332,no2,num_buildings_1km,4930.0,1.1887719357389683,0.18103486436857152,0.18103486436857152,3,positive,urban_anthropogenic
1,332,no2,num_roads_500m,297.0,0.8505245584645743,-0.13399462215149607,0.13399462215149607,4,negative,traffic
1,332,no2,rural,0.0,-0.5536674263920707,0.13020227342264232,0.13020227342264232,5,positive,geographic_context
1,332,no2,num_roads_1km,1109.0,1.0250746397619783,0.11563820183928465,0.11563820183928465,6,positive,traffic
1,332,no2,urban,1.0,0.9693384774922439,0.11408580201937366,0.11408580201937366,7,positive,urban_anthropogenic
1,332,no2,Stability_3yr,0.6283302919708028,0.6283302919708028,0.11291071889798136,0.11291071889798136,8,positive,meteorological_condition
1,332,no2,num_buildings_500m,1287.0,0.8915959278815306,-0.08498332305009693,0.08498332305009693,9,negative,urban_anthropogenic
1,332,no2,Altitude,445.0,0.7232944212510415,-0.06902046438124815,0.06902046438124815,10,negative,geographic_context
1,332,no2,RH_3yr,81.91595802919709,1.09112586217673,-0.05515220570051677,0.05515220570051677,11,negative,meteorological_condition
1,332,no2,Temp_3yr,9.993631386861315,-0.7999669850150766,-0.0446119866200414,0.0446119866200414,12,negative,meteorological_condition
1,332,no2,Latitude,47.3868,0.31796454645110267,0.040557492901866936,0.040557492901866936,13,positive,geographic_context
1,332,no2,num_industrial_landuse_1km,3.0,-0.11165838218537799,0.017479698278700512,0.017479698278700512,14,positive,industrial
1,332,no2,Longitude,8.53981,-0.05558965882165038,0.014197790922681237,0.014197790922681237,15,positive,geographic_context
1,332,no2,num_industrial_landuse_500m,0.0,-0.5307933537897446,0.010622101769619243,0.010622101769619243,16,positive,industrial
1,332,no2,ship_density_10km,0.0,-0.3187453966742202,-0.007192186551102429,0.007192186551102429,17,negative,port_shipping
1,332,no2,ship_density_1km,0.0,-0.14022768049856174,-0.005861300258070722,0.005861300258070722,18,negative,port_shipping
1,332,no2,ship_density_5km,0.0,-0.332199815255663,-0.005307943925676645,0.005307943925676645,19,negative,port_shipping
1,332,no2,Wind_3yr,1.95168795620438,-0.545573546555441,-0.003990068549291697,0.003990068549291697,20,negative,meteorological_condition
1,332,no2,Precip_3yr,3.556724452554745,2.1665477450386725,0.0009527058426316437,0.0009527058426316437,21,positive,meteorological_condition
1,332,no2,num_factory_1km,0.0,-0.1735841355973231,-0.0007865576011745478,0.0007865576011745478,22,negative,industrial
1,332,no2,num_factory_500m,0.0,-0.13406790694875997,8.969504761209813e-06,8.969504761209813e-06,23,positive,industrial
1,376,no2,PopulationDensity,82.9,-0.37154511344830543,-0.3382026024443044,0.3382026024443044,1,negative,urban_anthropogenic
1,376,no2,Stability_3yr,0.7762591240875913,0.7762591240875913,0.25469766587629195,0.25469766587629195,2,positive,meteorological_condition
1,376,no2,num_roads_1km,843.0,0.49425841792173525,0.13867604528973163,0.13867604528973163,3,positive,traffic
1,376,no2,Altitude,131.0,-0.44432439064006535,0.10813423931047932,0.10813423931047932,4,positive,geographic_context
1,376,no2,rural,0.0,-0.5536674263920707,0.0950526514549813,0.0950526514549813,5,positive,geographic_context
1,376,no2,urban,0.0,-1.031631389055225,-0.07052334614306534,0.07052334614306534,6,negative,urban_anthropogenic
1,376,no2,Latitude,45.3189,-0.11147728832897169,0.06758165645105021,0.06758165645105021,7,positive,geographic_context
1,376,no2,traffic,0.0,-0.3281059132780248,-0.06733005765688964,0.06733005765688964,8,negative,traffic
1,376,no2,Wind_3yr,1.2247171532846717,-1.3267068558049677,0.06102722338658147,0.06102722338658147,9,positive,meteorological_condition
1,376,no2,num_industrial_landuse_1km,4.0,0.00760689708318876,0.05228534835151155,0.05228534835151155,10,positive,industrial
1,376,no2,num_buildings_500m,514.0,-0.176919256150613,0.0492755007081413,0.0492755007081413,11,positive,urban_anthropogenic
1,376,no2,Longitude,8.4024,-0.07016264229746483,0.03883533563146709,0.03883533563146709,12,positive,geographic_context
1,376,no2,Precip_3yr,2.6707208029197083,0.8369122076900816,-0.01774910828945915,0.01774910828945915,13,negative,meteorological_condition
1,376,no2,Temp_3yr,11.98537408759124,-0.14044582486007234,0.014965277916606666,0.014965277916606666,14,positive,meteorological_condition
1,376,no2,num_factory_1km,2.0,0.1372388509175301,0.014486765145577922,0.014486765145577922,15,positive,industrial
1,376,no2,ship_density_10km,0.0,-0.3187453966742202,-0.014347892746022826,0.014347892746022826,16,negative,port_shipping
1,376,no2,RH_3yr,70.99658759124087,-0.8982361616812972,0.013323308639557243,0.013323308639557243,17,positive,meteorological_condition
1,376,no2,ship_density_5km,0.0,-0.332199815255663,-0.005996247250584021,0.005996247250584021,18,negative,port_shipping
1,376,no2,num_buildings_1km,1912.0,-0.10558216788490511,-0.004871708957670991,0.004871708957670991,19,negative,urban_anthropogenic
1,376,no2,ship_density_1km,0.0,-0.14022768049856174,-0.004046659367824092,0.004046659367824092,20,negative,port_shipping
1,376,no2,num_industrial_landuse_500m,0.0,-0.5307933537897446,-0.0037580603408643672,0.0037580603408643672,21,negative,industrial
1,376,no2,num_roads_500m,214.0,0.2980358789561354,-0.003510683586682823,0.003510683586682823,22,negative,traffic
1,376,no2,num_factory_500m,0.0,-0.13406790694875997,-3.163053379726172e-05,3.163053379726172e-05,23,negative,industrial
1,396,no2,PopulationDensity,262.7,-0.20707088586010167,0.2658462435732841,0.2658462435732841,1,positive,urban_anthropogenic
1,396,no2,num_roads_1km,989.0,0.7856086750220191,0.24704468951524072,0.24704468951524072,2,positive,traffic
1,396,no2,Stability_3yr,0.4419434306569342,0.4419434306569342,0.20473391345269507,0.20473391345269507,3,positive,meteorological_condition
1,396,no2,Temp_3yr,13.806450729927008,0.4625630775670909,0.18189347952806623,0.18189347952806623,4,positive,meteorological_condition
1,396,no2,Latitude,44.65061,-0.2502614093044421,0.11146305028326275,0.11146305028326275,5,positive,geographic_context
1,396,no2,rural,0.0,-0.5536674263920707,0.09980401227812334,0.09980401227812334,6,positive,geographic_context
1,396,no2,urban,1.0,0.9693384774922439,0.09868319883003994,0.09868319883003994,7,positive,urban_anthropogenic
1,396,no2,Altitude,34.0,-0.8050219217019677,0.09666563042160657,0.09666563042160657,8,positive,geographic_context
1,396,no2,Wind_3yr,1.5986040145985403,-0.9249637870461559,0.09349636647450821,0.09349636647450821,9,positive,meteorological_condition
1,396,no2,Longitude,10.90633,0.1953910329415739,0.0781874675456041,0.0781874675456041,10,positive,geographic_context
1,396,no2,traffic,0.0,-0.3281059132780248,-0.07682455751795807,0.07682455751795807,11,negative,traffic
1,396,no2,num_industrial_landuse_1km,4.0,0.00760689708318876,0.061863370564807264,0.061863370564807264,12,positive,industrial
1,396,no2,num_buildings_1km,2418.0,0.11143015035024398,0.05137995123091933,0.05137995123091933,13,positive,urban_anthropogenic
1,396,no2,num_buildings_500m,427.0,-0.29717905047247134,0.037380630336642386,0.037380630336642386,14,positive,urban_anthropogenic
1,396,no2,Precip_3yr,1.7379197080291973,-0.5629527765625207,0.03233939140530551,0.03233939140530551,15,positive,meteorological_condition
1,396,no2,RH_3yr,71.50097627737227,-0.8063433457763103,0.02401720346937401,0.02401720346937401,16,positive,meteorological_condition
1,396,no2,num_industrial_landuse_500m,1.0,-0.0690662422038175,-0.017895902397996526,0.017895902397996526,17,negative,industrial
1,396,no2,ship_density_10km,0.0,-0.3187453966742202,-0.011802089424116893,0.011802089424116893,18,negative,port_shipping
1,396,no2,ship_density_5km,0.0,-0.332199815255663,-0.0044916524916298346,0.0044916524916298346,19,negative,port_shipping
1,396,no2,ship_density_1km,0.0,-0.14022768049856174,-0.003719239716289998,0.003719239716289998,20,negative,port_shipping
1,396,no2,num_factory_1km,0.0,-0.1735841355973231,-0.0026158438312044287,0.0026158438312044287,21,negative,industrial
1,396,no2,num_roads_500m,139.0,-0.20120087963582742,-0.0007708862266581405,0.0007708862266581405,22,negative,traffic
1,396,no2,num_factory_500m,0.0,-0.13406790694875997,2.433519154141955e-05,2.433519154141955e-05,23,positive,industrial
1,430,no2,PopulationDensity,5398.3,4.490781412259918,0.6242713741124725,0.6242713741124725,1,positive,urban_anthropogenic
1,430,no2,num_roads_1km,828.0,0.4643251723292403,0.14729787437233152,0.14729787437233152,2,positive,traffic
1,430,no2,traffic,0.0,-0.3281059132780248,-0.1182213651055474,0.1182213651055474,3,negative,traffic
1,430,no2,Temp_3yr,9.878448905109488,-0.8381070941600268,-0.1180992925318723,0.1180992925318723,4,negative,meteorological_condition
1,430,no2,num_buildings_1km,5229.0,1.3170064874233747,0.11079194831524848,0.11079194831524848,5,positive,urban_anthropogenic
1,430,no2,num_buildings_500m,1418.0,1.0726767676075473,-0.09970159402572554,0.09970159402572554,6,negative,urban_anthropogenic
1,430,no2,rural,0.0,-0.5536674263920707,0.0900025005184253,0.0900025005184253,7,positive,geographic_context
1,430,no2,Stability_3yr,0.5098631386861313,0.5098631386861313,0.0841315677689916,0.0841315677689916,8,positive,meteorological_condition
1,430,no2,Altitude,260.0,0.03536614035978425,-0.07977647157221421,0.07977647157221421,9,negative,geographic_context
1,430,no2,RH_3yr,81.91477189781021,1.0909097650354378,-0.07651674917763485,0.07651674917763485,10,negative,meteorological_condition
1,430,no2,urban,1.0,0.9693384774922439,0.07478010021574337,0.07478010021574337,11,positive,urban_anthropogenic
1,430,no2,Latitude,47.5659,0.3551583336792619,0.0355284668689844,0.0355284668689844,12,positive,geographic_context
1,430,no2,num_industrial_landuse_1km,7.0,0.365402734888889,0.034637157675987566,0.034637157675987566,13,positive,industrial
1,430,no2,num_industrial_landuse_500m,1.0,-0.0690662422038175,-0.031260518255805524,0.031260518255805524,14,negative,industrial
1,430,no2,ship_density_1km,1907.8892415364585,1.681624028491897,0.021195784759064185,0.021195784759064185,15,positive,port_shipping
1,430,no2,Precip_3yr,2.84875,1.1040826050367507,-0.015164335431191533,0.015164335431191533,16,negative,meteorological_condition
1,430,no2,Longitude,7.58208,-0.15716147647896678,-0.010657413690023146,0.010657413690023146,17,negative,geographic_context
1,430,no2,ship_density_5km,1273.7333992025976,2.396070511125106,0.009434794670790305,0.009434794670790305,18,positive,port_shipping
1,430,no2,Wind_3yr,1.971569343065693,-0.5242109093641332,-0.00931426609408292,0.00931426609408292,19,negative,meteorological_condition
1,430,no2,num_factory_1km,2.0,0.1372388509175301,0.006576822774743428,0.006576822774743428,20,positive,industrial
1,430,no2,num_roads_500m,154.0,-0.10135352791743485,0.0016048334125369017,0.0016048334125369017,21,positive,traffic
1,430,no2,ship_density_10km,655.72278026793,1.4377217134607398,-0.0011215406118797715,0.0011215406118797715,22,negative,port_shipping
1,430,no2,num_factory_500m,0.0,-0.13406790694875997,-3.2263673874804596e-05,3.2263673874804596e-05,23,negative,industrial
1,460,no2,PopulationDensity,318.0,-0.15648454111245055,0.25068852589236706,0.25068852589236706,1,positive,urban_anthropogenic
1,460,no2,Stability_3yr,0.6238503649635037,0.6238503649635037,0.21727896921977133,0.21727896921977133,2,positive,meteorological_condition
1,460,no2,Temp_3yr,13.841925182481752,0.4743096511060298,0.16305747701656453,0.16305747701656453,3,positive,meteorological_condition
1,460,no2,Latitude,45.43301,-0.08778000714189503,0.10966480782473889,0.10966480782473889,4,positive,geographic_context
1,460,no2,rural,0.0,-0.5536674263920707,0.09847150205530329,0.09847150205530329,5,positive,geographic_context
1,460,no2,urban,1.0,0.9693384774922439,0.08527777297585569,0.08527777297585569,6,positive,urban_anthropogenic
1,460,no2,num_roads_500m,39.0,-0.8668498910917779,0.07438949203947062,0.07438949203947062,7,positive,traffic
1,460,no2,Longitude,11.0301,0.2085174295997614,0.07352023799206117,0.07352023799206117,8,positive,geographic_context
1,460,no2,traffic,0.0,-0.3281059132780248,-0.06696354896535033,0.06696354896535033,9,negative,traffic
1,460,no2,Wind_3yr,1.448266423357664,-1.086502186771349,0.058570902466952304,0.058570902466952304,10,positive,meteorological_condition
1,460,no2,num_industrial_landuse_1km,12.0,0.9617291312317229,0.05307304219620384,0.05307304219620384,11,positive,industrial
1,460,no2,Altitude,48.0,-0.7529624842291158,0.04484549499517977,0.04484549499517977,12,positive,geographic_context
1,460,no2,num_roads_1km,441.0,-0.30795256395712856,-0.03967372624647388,0.03967372624647388,13,negative,traffic
1,460,no2,RH_3yr,72.32361313868613,-0.6564700045775433,0.027369066002919776,0.027369066002919776,14,positive,meteorological_condition
1,460,no2,ship_density_10km,0.0,-0.3187453966742202,-0.024330069307888873,0.024330069307888873,15,negative,port_shipping
1,460,no2,num_buildings_1km,2813.0,0.2808369995654295,0.02140541018396807,0.02140541018396807,16,positive,urban_anthropogenic
1,460,no2,num_industrial_landuse_500m,5.0,1.777842204139891,0.020615362890736923,0.020615362890736923,17,positive,industrial
1,460,no2,ship_density_5km,0.0,-0.332199815255663,-0.007320953025646488,0.007320953025646488,18,negative,port_shipping
1,460,no2,Precip_3yr,2.464689781021898,0.5277191602072431,0.007133863512249157,0.007133863512249157,19,positive,meteorological_condition
1,460,no2,num_buildings_500m,332.0,-0.42849721668599483,-0.006835347398922965,0.006835347398922965,20,negative,urban_anthropogenic
1,460,no2,ship_density_1km,0.0,-0.14022768049856174,-0.004236075734924283,0.004236075734924283,21,negative,port_shipping
1,460,no2,num_factory_1km,0.0,-0.1735841355973231,-0.003819340702818065,0.003819340702818065,22,negative,industrial
1,460,no2,num_factory_500m,0.0,-0.13406790694875997,-4.019143816383937e-05,4.019143816383937e-05,23,negative,industrial
1,568,no2,rural,1.0,1.8061384006576289,-0.2714724363475163,0.2714724363475163,1,negative,geographic_context
1,568,no2,PopulationDensity,445.9,-0.03948646709392294,0.2484788350091874,0.2484788350091874,2,positive,urban_anthropogenic
1,568,no2,num_roads_1km,89.0,-1.010386060527676,-0.21323341880157118,0.21323341880157118,3,negative,traffic
1,568,no2,Latitude,45.60028,-0.053042961973530596,0.2114063790115544,0.2114063790115544,4,positive,geographic_context
